query,query_group,mode,rank,image_id,score,file_path,photo_url,ai_description,keywords,brightness,contrast,saturation,warmth,detected_objects,weak_relevance,keyword_filter,rerank
car at night,combined,qdrant_keyword_secondary,1,fsBOigltAQc,0.32180152155366676,data\unsplash-lite\images\fsBOigltAQc.jpg,https://unsplash.com/photos/fsBOigltAQc,white car in the middle of forest during night time,"[""alloy wheel"", ""astronomy"", ""automobile"", ""camping"", ""car"", ""car wheel"", ""coupe"", ""forest"", ""galaxy"", ""leisure activities"", ""light"", ""machine"", ""mountain tent"", ""nature"", ""night"", ""night photography"", ""night sky"", ""nightsky"", ""oregon"", ""outdoors"", ""outer space"", ""pnw"", ""sony"", ""space"", ""spoke"", ""sports car"", ""starry sky"", ""stars"", ""subaru"", ""tent"", ""tire"", ""transportation"", ""universe"", ""usa"", ""vehicle"", ""wheel""]",0.14742615942861517,0.09168393148727408,0.5754571772556678,0.40829906987208947,[],2,night,False
car at night,combined,qdrant_keyword_secondary,2,0M7Z6WTi-1M,0.3115162081043967,data\unsplash-lite\images\0M7Z6WTi-1M.jpg,https://unsplash.com/photos/0M7Z6WTi-1M,white vehicle near trees,"[""adventure"", ""astronomy"", ""automobile"", ""balkan campers"", ""building"", ""camping"", ""car"", ""car wheel"", ""countryside"", ""field"", ""grassland"", ""jeep"", ""jungle"", ""land"", ""landscape"", ""leisure activities"", ""machine"", ""milky way"", ""mountain"", ""mountain tent"", ""nature"", ""nebula"", ""night"", ""offroad"", ""outdoors"", ""outer space"", ""plant"", ""road trip"", ""rural"", ""scenery"", ""shelter"", ""sky"", ""space"", ""starry sky"", ""suv"", ""tent"", ""tire"", ""transportation"", ""tree"", ""truck"", ""universe"", ""vanlife"", ""vegetation"", ""vehicle"", ""wheel"", ""wilderness""]",0.16206802667356004,0.1283638154467859,0.21802655388327205,0.49751580930223654,[],2,night,False
car at night,combined,qdrant_keyword_secondary,3,l2EfYTbFilA,0.30989853859003613,data\unsplash-lite\images\l2EfYTbFilA.jpg,https://unsplash.com/photos/l2EfYTbFilA,red and white store signage during night time,"[""background"", ""contrast"", ""fog"", ""fuel"", ""gas"", ""gas pump"", ""gas station"", ""gasstation"", ""lettering"", ""lighting"", ""machine"", ""mist"", ""moody"", ""neon"", ""neon sign"", ""night"", ""nighttime"", ""petrol"", ""pump"", ""red"", ""shadows"", ""sign"", ""signage"", ""wallpaper"", ""white""]",0.04054066328814254,0.07856921766745772,0.4695412433400203,0.5070474954970987,[],1,night,False
car at night,combined,qdrant_keyword_secondary,4,NzU9rrmaBu4,0.3053383480834705,data\unsplash-lite\images\NzU9rrmaBu4.jpg,https://unsplash.com/photos/NzU9rrmaBu4,silhouette photography of trees under starry night sky,"[""animal"", ""astrology"", ""astronomy"", ""aurora"", ""bird"", ""camping"", ""copper mountain"", ""ice"", ""jungle"", ""land"", ""landscape"", ""leisure activities"", ""long exposure"", ""milky way"", ""milky way galaxy"", ""moon"", ""mountain"", ""mountain tent"", ""nature"", ""nature photography"", ""nebula"", ""night"", ""night photography"", ""ocean"", ""outdoors"", ""outer space"", ""pipeline park"", ""plant"", ""scenery"", ""sea"", ""ski resort"", ""sky"", ""snow"", ""space"", ""star photography"", ""starry sky"", ""summer snow"", ""tent"", ""terrain park"", ""tree"", ""universe"", ""vegetation"", ""water"", ""wilderness"", ""woodward""]",0.20370160884866767,0.09141820695297802,0.10753168304581448,0.5121888158308195,[],1,night,False
car at night,combined,qdrant_keyword_secondary,5,-xR3CRfkgwI,0.30418524542382597,data\unsplash-lite\images\-xR3CRfkgwI.jpg,https://unsplash.com/photos/-xR3CRfkgwI,sun light in the dark,"[""architecture"", ""art"", ""artpiece"", ""astronomy"", ""blue"", ""building"", ""cinematic"", ""city"", ""creative"", ""design"", ""details"", ""dreamy"", ""eruption"", ""flare"", ""fog"", ""gray"", ""headlight"", ""lava"", ""light"", ""lighting"", ""lights"", ""long exposure"", ""milan"", ""moody"", ""moon"", ""mountain"", ""mountain range"", ""nature"", ""night"", ""night photography"", ""ocean"", ""outdoors"", ""outer space"", ""peak"", ""promontory"", ""red"", ""sea"", ""space"", ""tower"", ""traffic light"", ""tram"", ""tunnel"", ""universe"", ""volcano"", ""wallpaper"", ""water"", ""weather""]",0.08883749768624898,0.0679190263906195,0.4324667936836193,0.4777327444039139,[],1,night,False
car at night,combined,qdrant_keyword_secondary,6,hPbMO39Qcec,0.2991176110108069,data\unsplash-lite\images\hPbMO39Qcec.jpg,https://unsplash.com/photos/hPbMO39Qcec,man in black sunglasses on blue smoke,"[""aircraft"", ""astronomy"", ""aurora"", ""azure sky"", ""backgrounds"", ""car"", ""f-pace"", ""flare"", ""fog"", ""fpace"", ""horizon"", ""hurricane"", ""jaguar"", ""lagoon"", ""lake"", ""land"", ""light"", ""mood"", ""moon"", ""nature"", ""night"", ""ocean"", ""outdoors"", ""outer space"", ""sand"", ""scenery"", ""sea"", ""sky"", ""smoke"", ""snow"", ""space"", ""spaceship"", ""sphere"", ""storm"", ""sun"", ""tornado"", ""transportation"", ""universe"", ""vehicle"", ""wallpapers"", ""water"", ""weather"", ""windshield""]",0.1959102755278544,0.1714881609406297,0.9198193718405331,0.3550010182499106,[],2,night,False
car at night,combined,qdrant_keyword_secondary,7,5rL7XPj-13I,0.2963463763828011,data\unsplash-lite\images\5rL7XPj-13I.jpg,https://unsplash.com/photos/5rL7XPj-13I,grey SUV parked on side of road under starry night sky,"[""astronomy"", ""aurora"", ""automobile"", ""car"", ""car wheel"", ""coupe"", ""flare"", ""jeep"", ""landscape"", ""light"", ""machine"", ""milky way"", ""nature"", ""nebula"", ""night"", ""offroad"", ""outdoors"", ""outer space"", ""pickup truck"", ""roof rack"", ""sky"", ""space"", ""sports car"", ""starry sky"", ""suv"", ""tire"", ""transportation"", ""truck"", ""universe"", ""vehicle"", ""wheel""]",0.24738842109424414,0.15985520418497004,0.32208508082485193,0.459787996485251,[],2,night,False
car at night,combined,qdrant_keyword_secondary,8,ECfXzVx-E5c,0.29587312386366144,data\unsplash-lite\images\ECfXzVx-E5c.jpg,https://unsplash.com/photos/ECfXzVx-E5c,a black and white photo of a door at night,"[""apparel"", ""asphalt"", ""brick"", ""building"", ""car wheel"", ""clothing"", ""corridor"", ""curtain"", ""door"", ""dungeon"", ""evening dress"", ""fashion"", ""floor"", ""gown"", ""home decor"", ""housing"", ""indoors"", ""lamp"", ""lamp post"", ""light"", ""lighting"", ""machine"", ""nature"", ""night"", ""night life"", ""outdoors"", ""picture window"", ""projector"", ""robe"", ""room"", ""shutter"", ""silhouette"", ""stage"", ""tarmac"", ""tire"", ""wheel"", ""window"", ""window shade""]",0.026560046626072305,0.09146112428796481,0.7918785244810815,0.49803940517450473,[],2,night,False
car at night,combined,qdrant_keyword_secondary,9,vHUMae-4w-I,0.29534323036164545,data\unsplash-lite\images\vHUMae-4w-I.jpg,https://unsplash.com/photos/vHUMae-4w-I,white bus on road during night time,"[""architecture"", ""asphalt"", ""automobile"", ""building"", ""bus"", ""bus stop"", ""canon"", ""canon6d"", ""car"", ""car wash"", ""city"", ""cityscape"", ""cold"", ""depth"", ""double decker bus"", ""downtown"", ""fire truck"", ""fireman"", ""flare"", ""headlight"", ""human"", ""light"", ""lighting"", ""metropolis"", ""metropolitan"", ""night"", ""nightlife"", ""pedestrian"", ""people"", ""person"", ""road"", ""sigma"", ""sigma35mm"", ""sky"", ""snow"", ""snowstorm"", ""stage"", ""street"", ""tarmac"", ""tour bus"", ""tower"", ""town"", ""transportation"", ""truck"", ""urban"", ""vehicle"", ""winter""]",0.2440960813036152,0.19813497745227973,0.32636127546721816,0.45749958113128064,[],2,night,False
car at night,combined,qdrant_keyword_secondary,10,K9X1klwnNxo,0.2918728127140371,data\unsplash-lite\images\K9X1klwnNxo.jpg,https://unsplash.com/photos/K9X1klwnNxo,black car on road under Aurora Borealis,"[""astronomy"", ""astrophotography"", ""atmosphere"", ""aurora"", ""aurora boreali"", ""automobile"", ""car"", ""computer wallpaper"", ""dark"", ""dirt road"", ""flora"", ""grand cherokee"", ""grass"", ""gravel"", ""green"", ""jeep"", ""jeep，northern light，night，dark，window"", ""landscape"", ""light"", ""nature"", ""night"", ""northern light"", ""outdoors"", ""phenomenon"", ""plant"", ""road"", ""road trip"", ""screenshot"", ""sedan"", ""sky"", ""snow"", ""suv"", ""transportation"", ""travel"", ""van"", ""vehicle"", ""wanderlust""]",0.16628392493693384,0.1075966720132982,0.6626070288312693,0.4776595287237702,[],2,night,False
dog on beach,combined,qdrant_semantic,1,53nKeaK402I,0.3186739006090099,data\unsplash-lite\images\53nKeaK402I.jpg,https://unsplash.com/photos/53nKeaK402I,white short coated dog lying on brown sand near body of water during daytime,"[""animal"", ""beach"", ""canine"", ""coast"", ""collie"", ""dog"", ""dune"", ""eskimo dog"", ""golden retriever"", ""hound"", ""labrador retriever"", ""mammal"", ""nature"", ""ocean"", ""outdoors"", ""pet"", ""promontory"", ""running"", ""sand"", ""sea"", ""sea waves"", ""shoreline"", ""soil"", ""sport"", ""sports"", ""strap"", ""texture"", ""water"", ""white dog"", ""wood""]",0.5220161470013225,0.2525262526285479,0.1690303174055546,0.524939466714105,[],2,,False
dog on beach,combined,qdrant_semantic,2,Bx7ibIKcGkA,0.3170879910662171,data\unsplash-lite\images\Bx7ibIKcGkA.jpg,https://unsplash.com/photos/Bx7ibIKcGkA,black dog on seashore looking at ocean during daytime,"[""animal"", ""appenzeller"", ""bay"", ""beach"", ""black cat"", ""black dog"", ""boat"", ""canine"", ""cat"", ""chair"", ""cliff"", ""cloud"", ""coast"", ""dawn"", ""desert"", ""dock"", ""dog"", ""dusk"", ""egypt"", ""exercise"", ""female"", ""fitness"", ""furniture"", ""german shepherd"", ""horizon"", ""hound"", ""jogging"", ""labrador retriever"", ""lake"", ""landscape"", ""mammal"", ""man"", ""mountain"", ""mountains"", ""nature"", ""nuweiba"", ""ocean"", ""outdoors"", ""pet"", ""photo"", ""photography"", ""pier"", ""port"", ""puppy"", ""red sea"", ""red sky"", ""rowboat"", ""running"", ""sand"", ""sea"", ""shoreline"", ""silhouette"", ""sinai"", ""sitting"", ""sky"", ""sport"", ""sports"", ""standing"", ""sunset"", ""swimming"", ""transportation"", ""vehicle"", ""walking"", ""water"", ""waterfront"", ""word"", ""working out"", ""yoga""]",0.7599718649373238,0.1806900784937232,0.13230249302800298,0.47802800074391927,[],2,,False
dog on beach,combined,qdrant_semantic,3,nAnv-ayK1wE,0.3147866243330453,data\unsplash-lite\images\nAnv-ayK1wE.jpg,https://unsplash.com/photos/nAnv-ayK1wE,brown short-coated dog sitting on seashore,"[""animal"", ""back"", ""beach"", ""beagle"", ""bokeh"", ""boxer"", ""breeze"", ""bulldog"", ""canine"", ""coast"", ""dog"", ""ears"", ""french bulldog"", ""german shepherd"", ""ground"", ""harness"", ""leash"", ""mammal"", ""nature"", ""ocean"", ""outdoors"", ""pet"", ""pitbull"", ""police dog"", ""pug"", ""puggle"", ""puppy"", ""sand"", ""sea"", ""seaside"", ""shoreline"", ""skin"", ""strap"", ""sunny"", ""terrier"", ""water"", ""windy""]",0.7742050036656891,0.13521262595121697,0.11630425309786671,0.5292621160909379,[],2,,False
dog on beach,combined,qdrant_semantic,4,e-Bvu4S6sII,0.31436136067485065,data\unsplash-lite\images\e-Bvu4S6sII.jpg,https://unsplash.com/photos/e-Bvu4S6sII,brown dog on shore,"[""animal"", ""beach"", ""body of water"", ""cloud"", ""coast"", ""dog"", ""dog on beach"", ""landscape"", ""leisure activities"", ""mountain"", ""nature"", ""ocean"", ""outdoors"", ""pebble"", ""pebbly beach"", ""pet"", ""promontory"", ""rock"", ""scenery"", ""sea"", ""sea waves"", ""seashore"", ""seaside"", ""shore"", ""stones"", ""water"", ""wave""]",0.5767722136054942,0.12485176567884884,0.20666519863153593,0.44273710562512764,[],2,,False
dog on beach,combined,qdrant_semantic,5,U_5ePt5_IaU,0.31163407492177525,data\unsplash-lite\images\U_5ePt5_IaU.jpg,https://unsplash.com/photos/U_5ePt5_IaU,short-coated white and brown dog running in the seashore,"[""animal"", ""arecaceae"", ""beach"", ""blue water"", ""canine"", ""chihuahua"", ""coast"", ""cute"", ""dog"", ""dog like mammal"", ""flora"", ""fun"", ""goat"", ""grass"", ""happy"", ""holiday"", ""horizon"", ""lagoon"", ""lake"", ""landscape"", ""leisure activities"", ""mammal"", ""morning"", ""nature"", ""ocean"", ""outdoors"", ""palm tree"", ""pet"", ""plant"", ""play"", ""playful"", ""playful dog"", ""playing"", ""puppy"", ""road"", ""sand"", ""scenery"", ""sea"", ""sea side"", ""sky"", ""sun"", ""tree"", ""water"", ""white""]",0.7131504352107412,0.14488915989496426,0.11333318059628543,0.482140288529268,[],2,,False
dog on beach,combined,qdrant_semantic,6,1nPPNXTMcjk,0.309555203677701,data\unsplash-lite\images\1nPPNXTMcjk.jpg,https://unsplash.com/photos/1nPPNXTMcjk,person riding on horse running in seashore,"[""beach"", ""coast"", ""coastal and oceanic landforms"", ""exercise"", ""fitness"", ""horizon"", ""horse"", ""jogging"", ""nature"", ""ocean"", ""outdoors"", ""pony"", ""sand"", ""sea"", ""shore"", ""sky"", ""soil"", ""sport"", ""sports"", ""water"", ""wave"", ""wind wave"", ""working out""]",0.8454248066528663,0.14680585242231728,0.08063570507015122,0.470473570201541,[],1,,False
dog on beach,combined,qdrant_semantic,7,o_raXRpXiW8,0.3067670064689283,data\unsplash-lite\images\o_raXRpXiW8.jpg,https://unsplash.com/photos/o_raXRpXiW8,brown short coated dog on brown sand near body of water during daytime,"[""animal"", ""architecture"", ""bay"", ""beach"", ""beagle"", ""building"", ""canine"", ""coast"", ""dog"", ""german shepherd"", ""ground"", ""hound"", ""land"", ""landscape"", ""mammal"", ""nature"", ""ocean"", ""outdoors"", ""pet"", ""plant"", ""promontory"", ""puppy"", ""rock"", ""sand"", ""scenery"", ""sea"", ""shoreline"", ""slate"", ""strap"", ""tower"", ""tree"", ""water""]",0.6334046238687783,0.16477927265895068,0.14974695305110308,0.5358003014194596,[],2,,False
dog on beach,combined,qdrant_semantic,8,EdlNaRhg9ik,0.30617178026724257,data\unsplash-lite\images\EdlNaRhg9ik.jpg,https://unsplash.com/photos/EdlNaRhg9ik,brown dog lying on ground,"[""adventure"", ""animal"", ""beach"", ""canine"", ""cocker spaniel"", ""cute"", ""dog"", ""duck"", ""golden retriever"", ""ground"", ""happy"", ""laying"", ""mammal"", ""nature"", ""nova"", ""nova scotia duck tolling retriever"", ""outdoors"", ""outside"", ""path"", ""pet"", ""puppy"", ""retriever"", ""sand"", ""scotia"", ""spaniel"", ""strap"", ""tired"", ""tolling"", ""walk"", ""walkies""]",0.4098743912441279,0.24582027449817145,0.4011329601013583,0.5836419897141799,[],2,,False
dog on beach,combined,qdrant_semantic,9,-DueXI-0AO0,0.3051025943122154,data\unsplash-lite\images\-DueXI-0AO0.jpg,https://unsplash.com/photos/-DueXI-0AO0,tan dog,"[""animal"", ""beach"", ""canine"", ""cocker spaniel"", ""cute"", ""dog"", ""duck"", ""golden retriever"", ""ground"", ""mammal"", ""nature"", ""nova"", ""nova scotia duck tolling retriever"", ""orange"", ""outdoors"", ""pet"", ""puppy"", ""retriever"", ""sand"", ""scotia"", ""sitting"", ""smile"", ""smiley"", ""spaniel"", ""summer"", ""terrier"", ""tolling"", ""trees"", ""walking"", ""yellow""]",0.4796666349729547,0.23870658221596855,0.406519294969314,0.6008630644731368,[],2,,False
dog on beach,combined,qdrant_semantic,10,BK0FjogYpoY,0.3043525203386678,data\unsplash-lite\images\BK0FjogYpoY.jpg,https://unsplash.com/photos/BK0FjogYpoY,short-coated black and white dog,"[""accessories"", ""accessory"", ""animal"", ""beak"", ""bird"", ""canine"", ""chihuahua"", ""dog"", ""ground"", ""hound"", ""husky"", ""leash"", ""mammal"", ""nature"", ""outdoors"", ""pet"", ""pointer"", ""puppy"", ""rock"", ""sand"", ""snout"", ""soil"", ""strap"", ""terrier""]",0.5421461716196896,0.2425842932578193,0.17469024658203125,0.5379329407137203,[],2,,False
dog on beach,combined,qdrant_keyword_primary,1,53nKeaK402I,0.3186739006090099,data\unsplash-lite\images\53nKeaK402I.jpg,https://unsplash.com/photos/53nKeaK402I,white short coated dog lying on brown sand near body of water during daytime,"[""animal"", ""beach"", ""canine"", ""coast"", ""collie"", ""dog"", ""dune"", ""eskimo dog"", ""golden retriever"", ""hound"", ""labrador retriever"", ""mammal"", ""nature"", ""ocean"", ""outdoors"", ""pet"", ""promontory"", ""running"", ""sand"", ""sea"", ""sea waves"", ""shoreline"", ""soil"", ""sport"", ""sports"", ""strap"", ""texture"", ""water"", ""white dog"", ""wood""]",0.5220161470013225,0.2525262526285479,0.1690303174055546,0.524939466714105,[],2,dog,False
dog on beach,combined,qdrant_keyword_primary,2,Bx7ibIKcGkA,0.3170879910662171,data\unsplash-lite\images\Bx7ibIKcGkA.jpg,https://unsplash.com/photos/Bx7ibIKcGkA,black dog on seashore looking at ocean during daytime,"[""animal"", ""appenzeller"", ""bay"", ""beach"", ""black cat"", ""black dog"", ""boat"", ""canine"", ""cat"", ""chair"", ""cliff"", ""cloud"", ""coast"", ""dawn"", ""desert"", ""dock"", ""dog"", ""dusk"", ""egypt"", ""exercise"", ""female"", ""fitness"", ""furniture"", ""german shepherd"", ""horizon"", ""hound"", ""jogging"", ""labrador retriever"", ""lake"", ""landscape"", ""mammal"", ""man"", ""mountain"", ""mountains"", ""nature"", ""nuweiba"", ""ocean"", ""outdoors"", ""pet"", ""photo"", ""photography"", ""pier"", ""port"", ""puppy"", ""red sea"", ""red sky"", ""rowboat"", ""running"", ""sand"", ""sea"", ""shoreline"", ""silhouette"", ""sinai"", ""sitting"", ""sky"", ""sport"", ""sports"", ""standing"", ""sunset"", ""swimming"", ""transportation"", ""vehicle"", ""walking"", ""water"", ""waterfront"", ""word"", ""working out"", ""yoga""]",0.7599718649373238,0.1806900784937232,0.13230249302800298,0.47802800074391927,[],2,dog,False
dog on beach,combined,qdrant_keyword_primary,3,nAnv-ayK1wE,0.3147866243330453,data\unsplash-lite\images\nAnv-ayK1wE.jpg,https://unsplash.com/photos/nAnv-ayK1wE,brown short-coated dog sitting on seashore,"[""animal"", ""back"", ""beach"", ""beagle"", ""bokeh"", ""boxer"", ""breeze"", ""bulldog"", ""canine"", ""coast"", ""dog"", ""ears"", ""french bulldog"", ""german shepherd"", ""ground"", ""harness"", ""leash"", ""mammal"", ""nature"", ""ocean"", ""outdoors"", ""pet"", ""pitbull"", ""police dog"", ""pug"", ""puggle"", ""puppy"", ""sand"", ""sea"", ""seaside"", ""shoreline"", ""skin"", ""strap"", ""sunny"", ""terrier"", ""water"", ""windy""]",0.7742050036656891,0.13521262595121697,0.11630425309786671,0.5292621160909379,[],2,dog,False
dog on beach,combined,qdrant_keyword_primary,4,e-Bvu4S6sII,0.31436136067485065,data\unsplash-lite\images\e-Bvu4S6sII.jpg,https://unsplash.com/photos/e-Bvu4S6sII,brown dog on shore,"[""animal"", ""beach"", ""body of water"", ""cloud"", ""coast"", ""dog"", ""dog on beach"", ""landscape"", ""leisure activities"", ""mountain"", ""nature"", ""ocean"", ""outdoors"", ""pebble"", ""pebbly beach"", ""pet"", ""promontory"", ""rock"", ""scenery"", ""sea"", ""sea waves"", ""seashore"", ""seaside"", ""shore"", ""stones"", ""water"", ""wave""]",0.5767722136054942,0.12485176567884884,0.20666519863153593,0.44273710562512764,[],2,dog,False
dog on beach,combined,qdrant_keyword_primary,5,U_5ePt5_IaU,0.31163407492177525,data\unsplash-lite\images\U_5ePt5_IaU.jpg,https://unsplash.com/photos/U_5ePt5_IaU,short-coated white and brown dog running in the seashore,"[""animal"", ""arecaceae"", ""beach"", ""blue water"", ""canine"", ""chihuahua"", ""coast"", ""cute"", ""dog"", ""dog like mammal"", ""flora"", ""fun"", ""goat"", ""grass"", ""happy"", ""holiday"", ""horizon"", ""lagoon"", ""lake"", ""landscape"", ""leisure activities"", ""mammal"", ""morning"", ""nature"", ""ocean"", ""outdoors"", ""palm tree"", ""pet"", ""plant"", ""play"", ""playful"", ""playful dog"", ""playing"", ""puppy"", ""road"", ""sand"", ""scenery"", ""sea"", ""sea side"", ""sky"", ""sun"", ""tree"", ""water"", ""white""]",0.7131504352107412,0.14488915989496426,0.11333318059628543,0.482140288529268,[],2,dog,False
dog on beach,combined,qdrant_keyword_primary,6,o_raXRpXiW8,0.3067670064689283,data\unsplash-lite\images\o_raXRpXiW8.jpg,https://unsplash.com/photos/o_raXRpXiW8,brown short coated dog on brown sand near body of water during daytime,"[""animal"", ""architecture"", ""bay"", ""beach"", ""beagle"", ""building"", ""canine"", ""coast"", ""dog"", ""german shepherd"", ""ground"", ""hound"", ""land"", ""landscape"", ""mammal"", ""nature"", ""ocean"", ""outdoors"", ""pet"", ""plant"", ""promontory"", ""puppy"", ""rock"", ""sand"", ""scenery"", ""sea"", ""shoreline"", ""slate"", ""strap"", ""tower"", ""tree"", ""water""]",0.6334046238687783,0.16477927265895068,0.14974695305110308,0.5358003014194596,[],2,dog,False
dog on beach,combined,qdrant_keyword_primary,7,EdlNaRhg9ik,0.30617178026724257,data\unsplash-lite\images\EdlNaRhg9ik.jpg,https://unsplash.com/photos/EdlNaRhg9ik,brown dog lying on ground,"[""adventure"", ""animal"", ""beach"", ""canine"", ""cocker spaniel"", ""cute"", ""dog"", ""duck"", ""golden retriever"", ""ground"", ""happy"", ""laying"", ""mammal"", ""nature"", ""nova"", ""nova scotia duck tolling retriever"", ""outdoors"", ""outside"", ""path"", ""pet"", ""puppy"", ""retriever"", ""sand"", ""scotia"", ""spaniel"", ""strap"", ""tired"", ""tolling"", ""walk"", ""walkies""]",0.4098743912441279,0.24582027449817145,0.4011329601013583,0.5836419897141799,[],2,dog,False
dog on beach,combined,qdrant_keyword_primary,8,-DueXI-0AO0,0.3051025943122154,data\unsplash-lite\images\-DueXI-0AO0.jpg,https://unsplash.com/photos/-DueXI-0AO0,tan dog,"[""animal"", ""beach"", ""canine"", ""cocker spaniel"", ""cute"", ""dog"", ""duck"", ""golden retriever"", ""ground"", ""mammal"", ""nature"", ""nova"", ""nova scotia duck tolling retriever"", ""orange"", ""outdoors"", ""pet"", ""puppy"", ""retriever"", ""sand"", ""scotia"", ""sitting"", ""smile"", ""smiley"", ""spaniel"", ""summer"", ""terrier"", ""tolling"", ""trees"", ""walking"", ""yellow""]",0.4796666349729547,0.23870658221596855,0.406519294969314,0.6008630644731368,[],2,dog,False
dog on beach,combined,qdrant_keyword_primary,9,BK0FjogYpoY,0.3043525203386678,data\unsplash-lite\images\BK0FjogYpoY.jpg,https://unsplash.com/photos/BK0FjogYpoY,short-coated black and white dog,"[""accessories"", ""accessory"", ""animal"", ""beak"", ""bird"", ""canine"", ""chihuahua"", ""dog"", ""ground"", ""hound"", ""husky"", ""leash"", ""mammal"", ""nature"", ""outdoors"", ""pet"", ""pointer"", ""puppy"", ""rock"", ""sand"", ""snout"", ""soil"", ""strap"", ""terrier""]",0.5421461716196896,0.2425842932578193,0.17469024658203125,0.5379329407137203,[],2,dog,False
dog on beach,combined,qdrant_keyword_primary,10,464wfabbCGQ,0.30418390817139157,data\unsplash-lite\images\464wfabbCGQ.jpg,https://unsplash.com/photos/464wfabbCGQ,adult fawn pug on sand close-up photography,"[""analog photo"", ""analog photography"", ""analogue photo"", ""analogue photography"", ""animal"", ""bulldog"", ""canine"", ""dog"", ""film photo"", ""film photography"", ""french bulldog"", ""mammal"", ""pet"", ""pitbull"", ""pug"", ""shot on film""]",0.6914873701346209,0.20092492939059908,0.27297137931665205,0.5909562481709101,[],2,dog,False
dog on beach,combined,qdrant_keyword_secondary,1,53nKeaK402I,0.3186739006090099,data\unsplash-lite\images\53nKeaK402I.jpg,https://unsplash.com/photos/53nKeaK402I,white short coated dog lying on brown sand near body of water during daytime,"[""animal"", ""beach"", ""canine"", ""coast"", ""collie"", ""dog"", ""dune"", ""eskimo dog"", ""golden retriever"", ""hound"", ""labrador retriever"", ""mammal"", ""nature"", ""ocean"", ""outdoors"", ""pet"", ""promontory"", ""running"", ""sand"", ""sea"", ""sea waves"", ""shoreline"", ""soil"", ""sport"", ""sports"", ""strap"", ""texture"", ""water"", ""white dog"", ""wood""]",0.5220161470013225,0.2525262526285479,0.1690303174055546,0.524939466714105,[],2,beach,False
dog on beach,combined,qdrant_keyword_secondary,2,Bx7ibIKcGkA,0.3170879910662171,data\unsplash-lite\images\Bx7ibIKcGkA.jpg,https://unsplash.com/photos/Bx7ibIKcGkA,black dog on seashore looking at ocean during daytime,"[""animal"", ""appenzeller"", ""bay"", ""beach"", ""black cat"", ""black dog"", ""boat"", ""canine"", ""cat"", ""chair"", ""cliff"", ""cloud"", ""coast"", ""dawn"", ""desert"", ""dock"", ""dog"", ""dusk"", ""egypt"", ""exercise"", ""female"", ""fitness"", ""furniture"", ""german shepherd"", ""horizon"", ""hound"", ""jogging"", ""labrador retriever"", ""lake"", ""landscape"", ""mammal"", ""man"", ""mountain"", ""mountains"", ""nature"", ""nuweiba"", ""ocean"", ""outdoors"", ""pet"", ""photo"", ""photography"", ""pier"", ""port"", ""puppy"", ""red sea"", ""red sky"", ""rowboat"", ""running"", ""sand"", ""sea"", ""shoreline"", ""silhouette"", ""sinai"", ""sitting"", ""sky"", ""sport"", ""sports"", ""standing"", ""sunset"", ""swimming"", ""transportation"", ""vehicle"", ""walking"", ""water"", ""waterfront"", ""word"", ""working out"", ""yoga""]",0.7599718649373238,0.1806900784937232,0.13230249302800298,0.47802800074391927,[],2,beach,False
dog on beach,combined,qdrant_keyword_secondary,3,nAnv-ayK1wE,0.3147866243330453,data\unsplash-lite\images\nAnv-ayK1wE.jpg,https://unsplash.com/photos/nAnv-ayK1wE,brown short-coated dog sitting on seashore,"[""animal"", ""back"", ""beach"", ""beagle"", ""bokeh"", ""boxer"", ""breeze"", ""bulldog"", ""canine"", ""coast"", ""dog"", ""ears"", ""french bulldog"", ""german shepherd"", ""ground"", ""harness"", ""leash"", ""mammal"", ""nature"", ""ocean"", ""outdoors"", ""pet"", ""pitbull"", ""police dog"", ""pug"", ""puggle"", ""puppy"", ""sand"", ""sea"", ""seaside"", ""shoreline"", ""skin"", ""strap"", ""sunny"", ""terrier"", ""water"", ""windy""]",0.7742050036656891,0.13521262595121697,0.11630425309786671,0.5292621160909379,[],2,beach,False
dog on beach,combined,qdrant_keyword_secondary,4,e-Bvu4S6sII,0.31436136067485065,data\unsplash-lite\images\e-Bvu4S6sII.jpg,https://unsplash.com/photos/e-Bvu4S6sII,brown dog on shore,"[""animal"", ""beach"", ""body of water"", ""cloud"", ""coast"", ""dog"", ""dog on beach"", ""landscape"", ""leisure activities"", ""mountain"", ""nature"", ""ocean"", ""outdoors"", ""pebble"", ""pebbly beach"", ""pet"", ""promontory"", ""rock"", ""scenery"", ""sea"", ""sea waves"", ""seashore"", ""seaside"", ""shore"", ""stones"", ""water"", ""wave""]",0.5767722136054942,0.12485176567884884,0.20666519863153593,0.44273710562512764,[],2,beach,False
